,No,StyleBookID,main_url,mainID,top1,top2,bottom,accessory1,accessory2
641,642,2022111692045684,https://image.obdesign.com.tw/catalog/products/DA8980/DA8980@1.jpg,DA8980,,,DA8980,,
642,643,2022111698038629,https://image.obdesign.com.tw/catalog/products/AB17956/AB17956@1.jpg,AB17956,AB17956,,BA6428,,
643,644,2022112104685714,https://image.obdesign.com.tw/catalog/products/DA9525/DA9525@1.jpg,DA9525,AB18008,,DA9525,,
644,645,2022112122371640,https://image.obdesign.com.tw/catalog/products/EA3382/EA3382@1.jpg,EA3382,EA3382,,KL1460,,
645,646,2022112129289350,https://image.obdesign.com.tw/catalog/products/CA2687/CA2687@1.jpg,CA2687,AB18067,AB17557,CA2687,ZC2808,
646,647,2022112129289350,https://image.obdesign.com.tw/catalog/products/AB18067/AB18067@1.jpg,AB18067,AB18067,AB17557,CA2687,ZC2808,
647,648,2022112129390295,https://image.obdesign.com.tw/catalog/products/AB18081/AB18081@1.jpg,AB18081,AB18081,,BA6958,,
648,649,2022112132324141,https://image.obdesign.com.tw/catalog/products/EA3373/EA3373@1.jpg,EA3373,EA3373,,BA6960,,
649,650,2022112132720873,https://image.obdesign.com.tw/catalog/products/AB17762/AB17762@1.jpg,AB17762,AB17762,,CA1450,ZC2822,
650,651,2022112140047338,https://image.obdesign.com.tw/catalog/products/AB18033/AB18033@1.jpg,AB18033,AB18033,,CA2709,,
651,652,2022112140142284,https://image.obdesign.com.tw/catalog/products/FA2634/FA2634@1.jpg,FA2634,FA2634,,CA1450,,
652,653,2022112140935761,https://image.obdesign.com.tw/catalog/products/FA2658/FA2658@1.jpg,FA2658,FA2658,AB18081,CA1450,ZC2777,
653,654,2022112143473583,https://image.obdesign.com.tw/catalog/products/AB18082/AB18082@1.jpg,AB18082,AB18082,,BA6660,ZC2801,
654,655,2022112144591714,https://image.obdesign.com.tw/catalog/products/FA2600/FA2600@1.jpg,FA2600,FA2600,AB17603,CA2576,,
655,656,2022112146160611,https://image.obdesign.com.tw/catalog/products/AB18095/AB18095@1.jpg,AB18095,AB18095,AB16300,BA6958,,
656,657,2022112148288214,https://image.obdesign.com.tw/catalog/products/BA6982/BA6982@1.jpg,BA6982,AB18023,,BA6982,ZC2775,
657,658,2022112153082400,https://image.obdesign.com.tw/catalog/products/AB17907/AB17907@1.jpg,AB17907,AB17907,,,,
658,659,2022112161650594,https://image.obdesign.com.tw/catalog/products/FA2655/FA2655@1.jpg,FA2655,FA2655,EA3367,,,
659,660,2022112165526632,https://image.obdesign.com.tw/catalog/products/FA2588/FA2588@1.jpg,FA2588,FA2588,FA2658,,ZC2825,
660,661,2022112168508236,https://image.obdesign.com.tw/catalog/products/AB18053/AB18053@1.jpg,AB18053,AB18053,EA3382,CA2043,,
661,662,2022112169593877,https://image.obdesign.com.tw/catalog/products/AB8262/AB8262@1.jpg,AB8262,AB8262,,,,
662,663,2022112170930540,https://image.obdesign.com.tw/catalog/products/BA6960/BA6960@1.jpg,BA6960,FA2672,,BA6960,ZC2804,
663,664,2022112171921120,https://image.obdesign.com.tw/catalog/products/CA2709/CA2709@1.jpg,CA2709,AB18023,,CA2709,ZC2769,
664,665,2022112171921120,https://image.obdesign.com.tw/catalog/products/AB18023/AB18023@1.jpg,AB18023,AB18023,,CA2709,ZC2769,
665,666,2022112174375435,https://image.obdesign.com.tw/catalog/products/DA9541/DA9541@1.jpg,DA9541,FA2333,,DA9541,,
666,667,2022112175736154,https://image.obdesign.com.tw/catalog/products/FA2616/FA2616@1.jpg,FA2616,FA2616,,CA2687,ZC2803,
667,668,2022112178695382,https://image.obdesign.com.tw/catalog/products/AB18069/AB18069@1.jpg,AB18069,AB18069,,BA6958,,
668,669,2022112178695382,https://image.obdesign.com.tw/catalog/products/BA6958/BA6958@1.jpg,BA6958,AB18069,,BA6958,,
669,670,2022112180910229,https://image.obdesign.com.tw/catalog/products/DA9554/DA9554@1.jpg,DA9554,,,DA9554,,
670,671,2022112184012766,https://image.obdesign.com.tw/catalog/products/FA2614/FA2614@1.jpg,FA2614,FA2614,AB17557,BA6905,ZC2805,
671,672,2022112190045538,https://image.obdesign.com.tw/catalog/products/AB17953/AB17953@1.jpg,AB17953,AB17953,,CA2693,ZC2804,
672,673,2022112190765246,https://image.obdesign.com.tw/catalog/products/AB18051/AB18051@1.jpg,AB18051,AB18051,,BA6914,,
673,674,2022112190765246,https://image.obdesign.com.tw/catalog/products/BA6914/BA6914@1.jpg,BA6914,AB18051,,BA6914,,
674,675,2022112193495233,https://image.obdesign.com.tw/catalog/products/AB18080/AB18080@1.jpg,AB18080,AB18080,,,ZC2776,
675,676,2022112206554063,https://image.obdesign.com.tw/catalog/products/KL1501/KL1501@1.jpg,KL1501,,,KL1508,,
676,677,2022112206554063,https://image.obdesign.com.tw/catalog/products/KL1508/KL1508@1.jpg,KL1508,,,KL1501,,
677,678,2022112218459313,https://image.obdesign.com.tw/catalog/products/KL1487/KL1487@1.jpg,KL1487,,,KL1466,,
678,679,2022112218459313,https://image.obdesign.com.tw/catalog/products/KL1466/KL1466@1.jpg,KL1466,,,KL1487,,
679,680,2022112228676779,https://image.obdesign.com.tw/catalog/products/KL1523/KL1523@1.jpg,KL1523,,,KL1485,,
680,681,2022112256801342,https://image.obdesign.com.tw/catalog/products/KL1494/KL1494@1.jpg,KL1494,,,KL1466,,
681,682,2022112256801342,https://image.obdesign.com.tw/catalog/products/KL1466/KL1466@1.jpg,KL1466,,,KL1494,,
682,683,2022112262015849,https://image.obdesign.com.tw/catalog/products/KL1466/KL1466@1.jpg,KL1466,,,KL1483,,
683,684,2022112283253753,https://image.obdesign.com.tw/catalog/products/KL1466/KL1466@1.jpg,KL1466,,,KL1436,,
684,685,2022112283253753,https://image.obdesign.com.tw/catalog/products/KL1488/KL1488@1.jpg,KL1488,,,KL1466,,
685,686,2022112283253753,https://image.obdesign.com.tw/catalog/products/KL1436/KL1436@1.jpg,KL1436,,,KL1488,,
686,687,2022112285239977,https://image.obdesign.com.tw/catalog/products/KL1498/KL1498@1.jpg,KL1498,,,KL1497,,
687,688,2022112297234151,https://image.obdesign.com.tw/catalog/products/KL1500/KL1500@1.jpg,KL1500,,,KL1500,,
688,689,2022112503179633,https://image.obdesign.com.tw/catalog/products/FA2698/FA2698@1.jpg,FA2698,FA2698,AB17771,BA6870,,
689,690,2022112507586669,https://image.obdesign.com.tw/catalog/products/CA2706/CA2706@1.jpg,CA2706,,,CA2706,,
690,691,2022112516661129,https://image.obdesign.com.tw/catalog/products/EA3381/EA3381@1.jpg,EA3381,EA3381,AB17979,BA6973,,
691,692,2022112517746034,https://image.obdesign.com.tw/catalog/products/YA425/YA425@1.jpg,YA425,AB13861,,,YA425,ZC2722
692,693,2022112518156000,https://image.obdesign.com.tw/catalog/products/KL1518/KL1518@1.jpg,KL1518,,,KL1514,,
693,694,2022112519644384,https://image.obdesign.com.tw/catalog/products/BA6993/BA6993@1.jpg,BA6993,AB18003,,BA6993,,
694,695,2022112520101087,https://image.obdesign.com.tw/catalog/products/DA9510/DA9510@1.jpg,DA9510,,,DA9510,,
695,696,2022112520759185,https://image.obdesign.com.tw/catalog/products/DA9497/DA9497@1.jpg,DA9497,GA534,,BA6856,,
696,697,2022112531532196,https://image.obdesign.com.tw/catalog/products/AB18098/AB18098@1.jpg,AB18098,AB18098,EA3446,CA2706,,
697,698,2022112533698101,https://image.obdesign.com.tw/catalog/products/EA3435/EA3435@1.jpg,EA3435,EA3435,,BA6856,,
698,699,2022112534505377,https://image.obdesign.com.tw/catalog/products/BA6867/BA6867@1.jpg,BA6867,FA2583,,BA6867,,
699,700,2022112544564847,https://image.obdesign.com.tw/catalog/products/AB18003/AB18003@1.jpg,AB18003,AB18003,,BA6856,,
700,701,2022112546747723,https://image.obdesign.com.tw/catalog/products/BA6973/BA6973@1.jpg,BA6973,GA534,FA2654,BA6973,,
701,702,2022112546747723,https://image.obdesign.com.tw/catalog/products/GA534/GA534@1.jpg,GA534,GA534,FA2654,BA6973,,
702,703,2022112551195192,https://image.obdesign.com.tw/catalog/products/EA3427/EA3427@1.jpg,EA3427,EA3427,AB17557,DA9513,,
703,704,2022112552979364,https://image.obdesign.com.tw/catalog/products/AB18026/AB18026@1.jpg,AB18026,AB18026,,,,
704,705,2022112555085944,https://image.obdesign.com.tw/catalog/products/FA2654/FA2654@1.jpg,FA2654,FA2654,,BA6870,,
705,706,2022112556981891,https://image.obdesign.com.tw/catalog/products/KL1501/KL1501@1.jpg,KL1501,,,KL1524,,
706,707,2022112559377024,https://image.obdesign.com.tw/catalog/products/AB17906/AB17906@1.jpg,AB17906,AB17906,EA3479,BA3427,,
707,708,2022112562383416,https://image.obdesign.com.tw/catalog/products/AB17921/AB17921@1.jpg,AB17921,AB17921,,,,
708,709,2022112572342985,https://image.obdesign.com.tw/catalog/products/KL1484/KL1484@1.jpg,KL1484,,,KL1500,,
709,710,2022112572759975,https://image.obdesign.com.tw/catalog/products/AB17902/AB17902@1.jpg,AB17902,AB17902,FA2590,CA2642,,
710,711,2022112582671624,https://image.obdesign.com.tw/catalog/products/AB18050/AB18050@1.jpg,AB18050,AB18050,AB16127,BA6992,,
711,712,2022112584205402,https://image.obdesign.com.tw/catalog/products/KL1517/KL1517@1.jpg,KL1517,,,KL1501,,
712,713,2022112584205402,https://image.obdesign.com.tw/catalog/products/KL1501/KL1501@1.jpg,KL1501,,,KL1498,,
713,714,2022112587801567,https://image.obdesign.com.tw/catalog/products/ZC2618/ZC2618@1.jpg,ZC2618,,,DA9489,ZC2618,YA426
714,715,2022112592433667,https://image.obdesign.com.tw/catalog/products/AB18213/AB18213@1.jpg,AB18213,AB18213,,BA6870,,
715,716,2022112593375237,https://image.obdesign.com.tw/catalog/products/DA9513/DA9513@1.jpg,DA9513,,,DA9513,,
716,717,2022112594062026,https://image.obdesign.com.tw/catalog/products/AB17979/AB17979@1.jpg,AB17979,AB17979,EA3479,BA6915,,
717,718,2022112595515000,https://image.obdesign.com.tw/catalog/products/BA6990/BA6990@1.jpg,BA6990,AB17970,,BA6990,,
718,719,2022112597959554,https://image.obdesign.com.tw/catalog/products/BA7026/BA7026@1.jpg,BA7026,AB17970,,BA7026,,
719,720,2022112597959554,https://image.obdesign.com.tw/catalog/products/AB17970/AB17970@1.jpg,AB17970,AB17970,,BA7026,,
720,721,2022112599124536,https://image.obdesign.com.tw/catalog/products/EA3434/EA3434@1.jpg,EA3434,EA3434,FA2691,BA7017,,
721,722,2022112599124536,https://image.obdesign.com.tw/catalog/products/BA7017/BA7017@1.jpg,BA7017,AB17988,EA3434,BA7017,,
722,723,2022112811551445,https://image.obdesign.com.tw/catalog/products/BA6879/BA6879@1.jpg,BA6879,FA2611,EA3347,BA6879,,
723,724,2022112816351203,https://image.obdesign.com.tw/catalog/products/AB17940/AB17940@1.jpg,AB17940,AB17940,,BA6932,,
724,725,2022112907057783,https://image.obdesign.com.tw/catalog/products/AB17915/AB17915@1.jpg,AB17915,AB17915,,KG1435,ZC2742,
725,726,2022112911477788,https://image.obdesign.com.tw/catalog/products/FA2643/FA2643@1.jpg,FA2643,FA2643,,BA6946,,
726,727,2022112957687548,https://image.obdesign.com.tw/catalog/products/FA2700/FA2700@1.jpg,FA2700,FA2700,,BA6967,,
727,728,2022112973417581,https://image.obdesign.com.tw/catalog/products/AB17802/AB17802@1.jpg,AB17802,AB17802,EA2617,BA6946,,
728,729,2022113003125450,https://image.obdesign.com.tw/catalog/products/QA1612/QA1612@1.jpg,QA1612,QA1612,,,,
729,730,2022113006972153,https://image.obdesign.com.tw/catalog/products/AB18183/AB18183@1.jpg,AB18183,AB18183,EA3434,BA6866,,
730,731,2022113006972153,https://image.obdesign.com.tw/catalog/products/FA2652/FA2652@1.jpg,FA2652,FA2652,AB18183,BA6866,,
731,732,2022113013450969,https://image.obdesign.com.tw/catalog/products/BA6989/BA6989@1.jpg,BA6989,AB17965,,BA6989,,
732,733,2022113014543227,https://image.obdesign.com.tw/catalog/products/DA9532/DA9532@1.jpg,DA9532,FA2583,,DA9532,,
733,734,2022113025012194,https://image.obdesign.com.tw/catalog/products/CA2705/CA2705@1.jpg,CA2705,AB17557,,CA2705,,
734,735,2022113027910418,https://image.obdesign.com.tw/catalog/products/QA1607/QA1607@1.jpg,QA1607,QA1607,,,,
735,736,2022113029384975,https://image.obdesign.com.tw/catalog/products/ZQ0047/ZQ0047@1.jpg,ZQ0047,QA1623,,,ZQ0047,
736,737,2022113036154299,https://image.obdesign.com.tw/catalog/products/DA9514/DA9514@1.jpg,DA9514,AB17557,,DA9514,,
737,738,2022113037617302,https://image.obdesign.com.tw/catalog/products/CA2648/CA2648@1.jpg,CA2648,AB17971,,CA2648,,
738,739,2022113037833182,https://image.obdesign.com.tw/catalog/products/CA2699/CA2699@1.jpg,CA2699,FA2583,EA3446,CA2699,,
739,740,2022113037833182,https://image.obdesign.com.tw/catalog/products/EA3446/EA3446@1.jpg,EA3446,EA3446,FA2583,CA2699,,
740,741,2022113039675225,https://image.obdesign.com.tw/catalog/products/DA9521/DA9521@1.jpg,DA9521,EA3427,,DA9521,,
741,742,2022113040180858,https://image.obdesign.com.tw/catalog/products/BA6856/BA6856@1.jpg,BA6856,AB17557,,BA6856,,
742,743,2022113045759290,https://image.obdesign.com.tw/catalog/products/ZC2821/ZC2821@1.jpg,ZC2821,FA2571,,BA6961,ZC2821,
743,744,2022113051937040,https://image.obdesign.com.tw/catalog/products/QA1579/QA1579@1.jpg,QA1579,QA1579,,,,
744,745,2022113058796020,https://image.obdesign.com.tw/catalog/products/QA1623/QA1623@1.jpg,QA1623,QA1623,,,ZQ0047,
745,746,2022113058796020,https://image.obdesign.com.tw/catalog/products/ZQ0047/ZQ0047@1.jpg,ZQ0047,QA1623,,,ZQ0047,
746,747,2022113060586088,https://image.obdesign.com.tw/catalog/products/AB17962/AB17962@1.jpg,AB17962,AB17962,,BA6961,,
747,748,2022113061773292,https://image.obdesign.com.tw/catalog/products/EA3429/EA3429@1.jpg,EA3429,EA3429,FA2583,BA6961,,
748,749,2022113065711786,https://image.obdesign.com.tw/catalog/products/QA1617/QA1617@1.jpg,QA1617,QA1617,,,,
749,750,2022113066102508,https://image.obdesign.com.tw/catalog/products/QA1620/QA1620@1.jpg,QA1620,QA1620,,,,
750,751,2022113066277828,https://image.obdesign.com.tw/catalog/products/AB18010/AB18010@1.jpg,AB18010,AB18010,,BA6961,,
751,752,2022113069821737,https://image.obdesign.com.tw/catalog/products/BA6992/BA6992@1.jpg,BA6992,AB17971,AB17364,BA6992,,
752,753,2022113071356236,https://image.obdesign.com.tw/catalog/products/EA3386/EA3386@1.jpg,EA3386,EA3386,AB18034,,,
753,754,2022113074410410,https://image.obdesign.com.tw/catalog/products/AB17965/AB17965@1.jpg,AB17965,AB17965,,CA2465,,
754,755,2022113074602828,https://image.obdesign.com.tw/catalog/products/QA1667/QA1667@1.jpg,QA1667,QA1667,QA1595,,,
755,756,2022113075766444,https://image.obdesign.com.tw/catalog/products/QA1607/QA1607@1.jpg,QA1607,QA1607,,,,
756,757,2022113085099842,https://image.obdesign.com.tw/catalog/products/EA3458/EA3458@1.jpg,EA3458,EA3458,AB18011,BA6866,,
757,758,2022113086965335,https://image.obdesign.com.tw/catalog/products/AB18034/AB18034@1.jpg,AB18034,AB18034,EA3376,,,
758,759,2022113089145657,https://image.obdesign.com.tw/catalog/products/QA1617/QA1617@1.jpg,QA1617,QA1617,,,,
759,760,2022113091337396,https://image.obdesign.com.tw/catalog/products/DA9531/DA9531@1.jpg,DA9531,AB17557,,DA9531,,
760,761,2022120200920615,https://image.obdesign.com.tw/catalog/products/AB18097/AB18097@1.jpg,AB18097,AB18097,AB17557,CA2576,,
761,762,2022120201163682,https://image.obdesign.com.tw/catalog/products/AB18091/AB18091@1.jpg,AB18091,AB18091,AB17557,BA6425,,
762,763,2022120205173546,https://image.obdesign.com.tw/catalog/products/AB18096/AB18096@1.jpg,AB18096,AB18096,,,,
763,764,2022120205978440,https://image.obdesign.com.tw/catalog/products/FA2599/FA2599@1.jpg,FA2599,FA2599,AB17557,,,
764,765,2022120210212721,https://image.obdesign.com.tw/catalog/products/DA9573/DA9573@1.jpg,DA9573,,,DA9573,,
765,766,2022120216893512,https://image.obdesign.com.tw/catalog/products/FA2695/FA2695@1.jpg,FA2695,FA2695,AB17557,CA2672,,
766,767,2022120223804203,https://image.obdesign.com.tw/catalog/products/AB18122/AB18122@1.jpg,AB18122,AB18122,,,,
767,768,2022120227909481,https://image.obdesign.com.tw/catalog/products/DA9567/DA9567@1.jpg,DA9567,,,DA9567,,
768,769,2022120230935244,https://image.obdesign.com.tw/catalog/products/AB18127/AB18127@1.jpg,AB18127,AB18127,,BA6890,,
769,770,2022120234019143,https://image.obdesign.com.tw/catalog/products/AB17976/AB17976@1.jpg,AB17976,AB17976,,,,
770,771,2022120235061093,https://image.obdesign.com.tw/catalog/products/FA2610/FA2610@1.jpg,FA2610,FA2610,,,,
771,772,2022120237811789,https://image.obdesign.com.tw/catalog/products/DA9547/DA9547@1.jpg,DA9547,,,DA9547,,
772,773,2022120237987716,https://image.obdesign.com.tw/catalog/products/AB18028/AB18028@1.jpg,AB18028,AB18028,EA3376,CA2579,ZC2742,
773,774,2022120238221767,https://image.obdesign.com.tw/catalog/products/BA6986/BA6986@1.jpg,BA6986,AB18008,,BA6986,,
774,775,2022120245453285,https://image.obdesign.com.tw/catalog/products/AB18073/AB18073@1.jpg,AB18073,AB18073,,BA7025,,
775,776,2022120248840788,https://image.obdesign.com.tw/catalog/products/BA6902/BA6902@1.jpg,BA6902,AB18136,,BA6902,,
776,777,2022120248840788,https://image.obdesign.com.tw/catalog/products/AB18136/AB18136@1.jpg,AB18136,AB18136,,BA6902,,
777,778,2022120249212606,https://image.obdesign.com.tw/catalog/products/DA9555/DA9555@1.jpg,DA9555,,,DA9555,,
778,779,2022120250620022,https://image.obdesign.com.tw/catalog/products/BA6979/BA6979@1.jpg,BA6979,AB18100,,BA6979,,
779,780,2022120250620022,https://image.obdesign.com.tw/catalog/products/AB18100/AB18100@1.jpg,AB18100,AB18100,,BA6979,,
780,781,2022120252114430,https://image.obdesign.com.tw/catalog/products/AB18117/AB18117@1.jpg,AB18117,AB18117,,BA6425,,
781,782,2022120252441621,https://image.obdesign.com.tw/catalog/products/AB18130/AB18130@1.jpg,AB18130,AB18130,,BA6568,,
782,783,2022120254263347,https://image.obdesign.com.tw/catalog/products/AB18079/AB18079@1.jpg,AB18079,AB18079,,,,
783,784,2022120259769892,https://image.obdesign.com.tw/catalog/products/FA2633/FA2633@1.jpg,FA2633,FA2633,,CA1450,,
784,785,2022120260647481,https://image.obdesign.com.tw/catalog/products/BA7016/BA7016@1.jpg,BA7016,AB18028,,BA7016,,
785,786,2022120263820177,https://image.obdesign.com.tw/catalog/products/AB18068/AB18068@1.jpg,AB18068,AB18068,,BA6961,,
786,787,2022120266432374,https://image.obdesign.com.tw/catalog/products/FA2647/FA2647@1.jpg,FA2647,FA2647,,BA6974,,
787,788,2022120266432374,https://image.obdesign.com.tw/catalog/products/BA6974/BA6974@1.jpg,BA6974,FA2647,,BA6974,,
788,789,2022120267990323,https://image.obdesign.com.tw/catalog/products/DA9517/DA9517@1.jpg,DA9517,,,BA6974,,
789,790,2022120268397878,https://image.obdesign.com.tw/catalog/products/AB18126/AB18126@1.jpg,AB18126,,,,,
790,791,2022120272536492,https://image.obdesign.com.tw/catalog/products/AB18071/AB18071@1.jpg,AB18071,,,,,
791,792,2022120272833479,https://image.obdesign.com.tw/catalog/products/DA9550/DA9550@1.jpg,DA9550,,,DA9550,,
792,793,2022120273127449,https://image.obdesign.com.tw/catalog/products/AB18078/AB18078@1.jpg,AB18078,AB18078,,,,
793,794,2022120275008246,https://image.obdesign.com.tw/catalog/products/FA2608/FA2608@1.jpg,FA2608,FA2608,,,,
794,795,2022120277564718,https://image.obdesign.com.tw/catalog/products/FA2615/FA2615@1.jpg,FA2615,FA2615,,BA7016,,
795,796,2022120279915538,https://image.obdesign.com.tw/catalog/products/DA9565/DA9565@1.jpg,DA9565,FA2605,,DA9565,,
796,797,2022120285054482,https://image.obdesign.com.tw/catalog/products/FA2621/FA2621@1.jpg,FA2621,FA2621,,,,
797,798,2022120288711040,https://image.obdesign.com.tw/catalog/products/DA9548/DA9548@1.jpg,DA9548,AB18100,,DA9548,,
798,799,2022120294406392,https://image.obdesign.com.tw/catalog/products/AB18128/AB18128@1.jpg,AB18128,AB18128,,BA6979,,
799,800,2022120294880505,https://image.obdesign.com.tw/catalog/products/FA2595/FA2595@1.jpg,FA2595,FA2595,,BA6905,,
800,801,2022120297804111,https://image.obdesign.com.tw/catalog/products/BA7025/BA7025@1.jpg,BA7025,AB17557,EA3447,BA7025,,
801,802,2022120513407673,https://image.obdesign.com.tw/catalog/products/DA9552/DA9552@1.jpg,DA9552,AB17971,,DA9552,,
802,803,2022120535527990,https://image.obdesign.com.tw/catalog/products/DA9551/DA9551@1.jpg,DA9551,,,DA9551,,
803,804,2022120547722411,https://image.obdesign.com.tw/catalog/products/AB18104/AB18104@1.jpg,AB18104,AB18104,,BA6902,,
804,805,2022120559628381,https://image.obdesign.com.tw/catalog/products/FA2585/FA2585@1.jpg,FA2585,FA2585,,,,
805,806,2022120575962011,https://image.obdesign.com.tw/catalog/products/DA9520/DA9520@1.jpg,DA9520,EA3376,,DA9520,,
806,807,2022120583314601,https://image.obdesign.com.tw/catalog/products/AB18006/AB18006@1.jpg,AB18006,AB18006,GA534,BA6973,ZC2820,
807,808,2022120692339599,https://image.obdesign.com.tw/catalog/products/BA7011/BA7011@1.jpg,BA7011,,,BA7011,,
808,809,2022120707633828,https://image.obdesign.com.tw/catalog/products/EA3375/EA3375@1.jpg,EA3375,EA3375,AB17919,BA6936,,
809,810,2022120707633828,https://image.obdesign.com.tw/catalog/products/AB17919/AB17919@1.jpg,AB17919,AB17919,EA3375,BA6936,,
810,811,2022120711855669,https://image.obdesign.com.tw/catalog/products/AB18141/AB18141@1.jpg,AB18141,AB18141,,CA1450,,
811,812,2022120715338700,https://image.obdesign.com.tw/catalog/products/DA9556/DA9556@1.jpg,DA9556,,,DA9556,,
812,813,2022120723283223,https://image.obdesign.com.tw/catalog/products/EA3449/EA3449@1.jpg,EA3449,EA3449,AB18030,,,
813,814,2022120724978454,https://image.obdesign.com.tw/catalog/products/DA9485/DA9485@1.jpg,DA9485,,,DA9485,,
814,815,2022120733146194,https://image.obdesign.com.tw/catalog/products/AB17938/AB17938@1.jpg,AB17938,AB17938,AB17557,BA6542,,
815,816,2022120763997231,https://image.obdesign.com.tw/catalog/products/AB18134/AB18134@1.jpg,AB18134,AB18134,AB18098,,,
816,817,2022120795265612,https://image.obdesign.com.tw/catalog/products/DA9553/DA9553@1.jpg,DA9553,,,DA9553,,
817,818,2022120905744933,https://image.obdesign.com.tw/catalog/products/AB18153/AB18153@1.jpg,AB18153,AB18153,,BA7021,,
818,819,2022120909500642,https://image.obdesign.com.tw/catalog/products/AB18199/AB18199@1.jpg,AB18199,AB18199,,BA6818,,
819,820,2022120919008629,https://image.obdesign.com.tw/catalog/products/AB17859/AB17859@1.jpg,AB17859,AB17859,,BA6961,,
820,821,2022120921783975,https://image.obdesign.com.tw/catalog/products/DA9563/DA9563@1.jpg,DA9563,EA3377,,DA9563,,
821,822,2022120924404594,https://image.obdesign.com.tw/catalog/products/AB18093/AB18093@1.jpg,AB18093,AB18093,AB17557,BA6961,,
822,823,2022120926157841,https://image.obdesign.com.tw/catalog/products/BA7035/BA7035@1.jpg,BA7035,AB18196,,BA7035,,
823,824,2022120927759354,https://image.obdesign.com.tw/catalog/products/AB16491/AB16491@1.jpg,AB16491,AB16491,,BA6818,,
824,825,2022120928070169,https://image.obdesign.com.tw/catalog/products/DA9558/DA9558@1.jpg,DA9558,EA3367,,DA9558,,
825,826,2022120930622436,https://image.obdesign.com.tw/catalog/products/AB18064/AB18064@1.jpg,AB18064,AB18064,,BA6818,,
826,827,2022120932707800,https://image.obdesign.com.tw/catalog/products/AB18125/AB18125@1.jpg,AB18125,AB18125,EA3380,BA6978,,
827,828,2022120936160511,https://image.obdesign.com.tw/catalog/products/AB18101/AB18101@1.jpg,AB18101,AB18101,,,,
828,829,2022120937301751,https://image.obdesign.com.tw/catalog/products/DA9592/DA9592@1.jpg,DA9592,AB18077,,DA9592,,
829,830,2022120943609716,https://image.obdesign.com.tw/catalog/products/AB18124/AB18124@1.jpg,AB18124,AB18124,,CA1450,,
830,831,2022120943786375,https://image.obdesign.com.tw/catalog/products/FA2640/FA2640@1.jpg,FA2640,FA2640,,,,
831,832,2022120944412941,https://image.obdesign.com.tw/catalog/products/BA7004/BA7004@1.jpg,BA7004,AB18125,EA3372,BA7004,,
832,833,2022120947744113,https://image.obdesign.com.tw/catalog/products/EA3461/EA3461@1.jpg,EA3461,EA3461,AB17696,,,
833,834,2022120956374511,https://image.obdesign.com.tw/catalog/products/FA2607/FA2607@1.jpg,FA2607,FA2607,,,,
834,835,2022120959251431,https://image.obdesign.com.tw/catalog/products/DA9580/DA9580@1.jpg,DA9580,,,DA9580,,
835,836,2022120962642534,https://image.obdesign.com.tw/catalog/products/AB18186/AB18186@1.jpg,AB18186,AB18186,,CA2239,,
836,837,2022120971005669,https://image.obdesign.com.tw/catalog/products/BA6978/BA6978@1.jpg,BA6978,AB18093,,BA6978,,
837,838,2022120972669387,https://image.obdesign.com.tw/catalog/products/AB18166/AB18166@1.jpg,AB18166,AB18166,,,,
838,839,2022120975746542,https://image.obdesign.com.tw/catalog/products/AB18114/AB18114@1.jpg,AB18114,AB18114,,CA2693,,
839,840,2022120979686842,https://image.obdesign.com.tw/catalog/products/EA3374/EA3374@1.jpg,EA3374,EA3374,,BA7021,,
840,841,2022120984789444,https://image.obdesign.com.tw/catalog/products/FA2656/FA2656@1.jpg,FA2656,FA2656,,BA6890,,
841,842,2022120987319322,https://image.obdesign.com.tw/catalog/products/EA3372/EA3372@1.jpg,EA3372,EA3372,AB17696,CA2643,,
842,843,2022120994251454,https://image.obdesign.com.tw/catalog/products/FA2597/FA2597@1.jpg,FA2597,FA2597,,BA6905,,
843,844,2022120995233612,https://image.obdesign.com.tw/catalog/products/AB18196/AB18196@1.jpg,AB18196,AB18196,,BA6890,,
844,845,2022121208684889,https://image.obdesign.com.tw/catalog/products/BA6927/BA6927@1.jpg,BA6927,FA2574,AB18183,BA6927,ZC2811,
845,846,2022121208684889,https://image.obdesign.com.tw/catalog/products/FA2574/FA2574@1.jpg,FA2574,FA2574,AB18183,BA6927,ZC2811,
846,847,2022121212736699,https://image.obdesign.com.tw/catalog/products/AB17989/AB17989@1.jpg,AB17989,AB17989,EA3449,CA2632,,
847,848,2022121213866714,https://image.obdesign.com.tw/catalog/products/AB18018/AB18018@1.jpg,AB18018,AB18018,,,,
848,849,2022121216517917,https://image.obdesign.com.tw/catalog/products/AB18110/AB18110@1.jpg,AB18110,AB18110,AB18281,BA6872,,
849,850,2022121216517917,https://image.obdesign.com.tw/catalog/products/AB18281/AB18281@1.jpg,AB18281,AB18281,AB18110,BA6872,,
850,851,2022121217008132,https://image.obdesign.com.tw/catalog/products/FA2666/FA2666@1.jpg,FA2666,FA2666,EA3301,BA7124,,
851,852,2022121222762694,https://image.obdesign.com.tw/catalog/products/EA3485/EA3485@1.jpg,EA3485,EA3485,AB17557,,,
852,853,2022121232783536,https://image.obdesign.com.tw/catalog/products/FA2623/FA2623@1.jpg,FA2623,FA2623,,DA9489,,
853,854,2022121247334787,https://image.obdesign.com.tw/catalog/products/CA2681/CA2681@1.jpg,CA2681,EA3313,AB18281,CA2681,,
