,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
5161,AB14014,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14014/AB14014@1.jpg,CA2123,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2123/CA2123@1.jpg,
5162,AB14020,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14020/AB14020@1.jpg,CA2120,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2120/CA2120@1.jpg,
5163,AB14025,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14025/AB14025@1.jpg,BA5998,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5998/BA5998@1.jpg,
5164,AB14025,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14025/AB14025@1.jpg,EA3089,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3089/EA3089@1.jpg,
5165,AB14030,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14030/AB14030@1.jpg,BA5909,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
5166,AB14032,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14032/AB14032@1.jpg,EA3050,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3050/EA3050@1.jpg,
5167,AB14126,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14126/AB14126@1.jpg,BA5988,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5988/BA5988@1.jpg,
5168,AB14136,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14136/AB14136@1.jpg,EA3007,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3007/EA3007@1.jpg,
5169,AB14183,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14183/AB14183@1.jpg,BA5787,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5787/BA5787@1.jpg,
5170,AB14197,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14197/AB14197@1.jpg,BA4404,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4404/BA4404@1.jpg,
5171,AB14222,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14222/AB14222@1.jpg,CA2189,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2189/CA2189@1.jpg,
5172,AB14253,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14253/AB14253@1.jpg,BA5787,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5787/BA5787@1.jpg,
5173,AB14253,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14253/AB14253@1.jpg,CA2165,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2165/CA2165@1.jpg,
5174,AB14256,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14256/AB14256@1.jpg,EA3105,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3105/EA3105@1.jpg,
5175,AB14277,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14277/AB14277@1.jpg,CA2184,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2184/CA2184@1.jpg,
5176,AB14317,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14317/AB14317@1.jpg,CA2187,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2187/CA2187@1.jpg,
5177,AB14318,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14318/AB14318@1.jpg,BA3959,未設定,,,https://image.obdesign.com.tw/catalog/products/BA3959/BA3959@1.jpg,
5178,AB14341,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14341/AB14341@1.jpg,BA5206,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5206/BA5206@1.jpg,
5179,AB14385,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14385/AB14385@1.jpg,CA2187,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2187/CA2187@1.jpg,
5180,AB14389,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14389/AB14389@1.jpg,CA1740,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1740/CA1740@1.jpg,
5181,AB14419,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14419/AB14419@1.jpg,BA5026,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5026/BA5026@1.jpg,
5182,AB14462,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14462/AB14462@1.jpg,BA5973,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5973/BA5973@1.jpg,
5183,AB14466,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14466/AB14466@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
5184,AB14482,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14482/AB14482@1.jpg,BA4345,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4345/BA4345@1.jpg,
5185,AB14487,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14487/AB14487@1.jpg,BA4345,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4345/BA4345@1.jpg,
5186,AB14490,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14490/AB14490@1.jpg,BA5973,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5973/BA5973@1.jpg,
5187,AB14491,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14491/AB14491@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
5188,AB14514,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14514/AB14514@1.jpg,BA4345,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4345/BA4345@1.jpg,
5189,AB14995,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14995/AB14995@1.jpg,BA6197,未設定,,,https://image.obdesign.com.tw/catalog/products/BA6197/BA6197@1.jpg,
5190,AB15121,未設定,,,https://image.obdesign.com.tw/catalog/products/AB15121/AB15121@1.jpg,BA5998,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5998/BA5998@1.jpg,
5191,AB15201,未設定,,,https://image.obdesign.com.tw/catalog/products/AB15201/AB15201@1.jpg,BA6186,未設定,,,https://image.obdesign.com.tw/catalog/products/BA6186/BA6186@1.jpg,
5192,AB15264,未設定,,,https://image.obdesign.com.tw/catalog/products/AB15264/AB15264@1.jpg,CA2337,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2337/CA2337@1.jpg,
5193,AB15278,未設定,,,https://image.obdesign.com.tw/catalog/products/AB15278/AB15278@1.jpg,BA4172,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4172/BA4172@1.jpg,
5194,AB15311,未設定,,,https://image.obdesign.com.tw/catalog/products/AB15311/AB15311@1.jpg,AB3959,未設定,,,https://image.obdesign.com.tw/catalog/products/AB3959/AB3959@1.jpg,
5195,AB15312,未設定,,,https://image.obdesign.com.tw/catalog/products/AB15312/AB15312@1.jpg,BA3959,未設定,,,https://image.obdesign.com.tw/catalog/products/BA3959/BA3959@1.jpg,
5196,AB16005,未設定,,,https://image.obdesign.com.tw/catalog/products/AB16005/AB16005@1.jpg,BA2258,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2258/BA2258@1.jpg,
5197,AB5209,未設定,,,https://image.obdesign.com.tw/catalog/products/AB5209/AB5209@1.jpg,EA2113,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2113/EA2113@1.jpg,
5198,AB5577,未設定,,,https://image.obdesign.com.tw/catalog/products/AB5577/AB5577@1.jpg,BA3274,未設定,,,https://image.obdesign.com.tw/catalog/products/BA3274/BA3274@1.jpg,
5199,AB8049,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8049/AB8049@1.jpg,EA2343,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2343/EA2343@1.jpg,
5200,AB8063,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8063/AB8063@1.jpg,BA4517,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4517/BA4517@1.jpg,
5201,AB8104,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8104/AB8104@1.jpg,BA4360,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4360/BA4360@1.jpg,
5202,AB8137,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8137/AB8137@1.jpg,EA2379,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2379/EA2379@1.jpg,
5203,AB8151,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8151/AB8151@1.jpg,BA4426,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4426/BA4426@1.jpg,
5204,AB8151,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8151/AB8151@1.jpg,BA4485,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4485/BA4485@1.jpg,
5205,AB8175,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8175/AB8175@1.jpg,DA5961,未設定,,,https://image.obdesign.com.tw/catalog/products/DA5961/DA5961@1.jpg,
5206,AB8175,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8175/AB8175@1.jpg,EA1033,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1033/EA1033@1.jpg,
5207,AB8326,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8326/AB8326@1.jpg,CA1430,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1430/CA1430@1.jpg,
5208,AB8466,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8466/AB8466@1.jpg,BA4536,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4536/BA4536@1.jpg,
5209,AB8639,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8639/AB8639@1.jpg,EA2488,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2488/EA2488@1.jpg,
5210,AB8662,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8662/AB8662@1.jpg,EA2334,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2334/EA2334@1.jpg,
5211,AB8856,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8856/AB8856@1.jpg,BA3713,未設定,,,https://image.obdesign.com.tw/catalog/products/BA3713/BA3713@1.jpg,
5212,AB8856,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8856/AB8856@1.jpg,BA4598,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4598/BA4598@1.jpg,
5213,AB8877,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8877/AB8877@1.jpg,EA2543,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2543/EA2543@1.jpg,
5214,AB9032,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9032/AB9032@1.jpg,BA4461,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4461/BA4461@1.jpg,
5215,AB9032,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9032/AB9032@1.jpg,DA6294,未設定,,,https://image.obdesign.com.tw/catalog/products/DA6294/DA6294@1.jpg,
5216,AB9082,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9082/AB9082@1.jpg,EA2020,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2020/EA2020@1.jpg,
5217,AB9129,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9129/AB9129@1.jpg,EA2646,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2646/EA2646@1.jpg,
5218,AB9182,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9182/AB9182@1.jpg,EA2533,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2533/EA2533@1.jpg,
5219,AB9519,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9519/AB9519@1.jpg,BA4274,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4274/BA4274@1.jpg,
5220,AB9725,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9725/AB9725@1.jpg,BA4918,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4918/BA4918@1.jpg,
5221,AB9768,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9768/AB9768@1.jpg,EA2681,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2681/EA2681@1.jpg,
5222,AB9837,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9837/AB9837@1.jpg,BA4765,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4765/BA4765@1.jpg,
5223,BA4620,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4620/BA4620@1.jpg,AB8781,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8781/AB8781@1.jpg,
5224,BA4620,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4620/BA4620@1.jpg,EA2580,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2580/EA2580@1.jpg,
5225,BA5099,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5099/BA5099@1.jpg,AB10481,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10481/AB10481@1.jpg,
5226,BA5935,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5935/BA5935@1.jpg,AB13911,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13911/AB13911@1.jpg,
5227,BA6043,未設定,,,https://image.obdesign.com.tw/catalog/products/BA6043/BA6043@1.jpg,AB14422,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14422/AB14422@1.jpg,
5228,BA6181,未設定,,,https://image.obdesign.com.tw/catalog/products/BA6181/BA6181@1.jpg,AB14532,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14532/AB14532@1.jpg,https://image.obdesign.com.tw/catalog/products/AB14532/AB14532@CB-T4-5B1C6B372E14366A27F1.png
5229,BA6197,未設定,,,https://image.obdesign.com.tw/catalog/products/BA6197/BA6197@1.jpg,AB14689,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14689/AB14689@1.jpg,
5230,BA6197,未設定,,,https://image.obdesign.com.tw/catalog/products/BA6197/BA6197@1.jpg,AB14897,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14897/AB14897@1.jpg,
5231,CA1591,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1591/CA1591@1.jpg,AB9240,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9240/AB9240@1.jpg,
5232,CA1595,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1595/CA1595@1.jpg,AB9866,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9866/AB9866@1.jpg,
5233,CA1912,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1912/CA1912@1.jpg,AB12736,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12736/AB12736@1.jpg,
5234,CA1986,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1986/CA1986@1.jpg,AB10390,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10390/AB10390@1.jpg,
5235,CA1991,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1991/CA1991@1.jpg,AB10390,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10390/AB10390@1.jpg,
5236,CA1999,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1999/CA1999@1.jpg,AB13227,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13227/AB13227@1.jpg,
5237,CA2030,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2030/CA2030@1.jpg,AB12668,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12668/AB12668@1.jpg,
5238,CA2038,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2038/CA2038@1.jpg,AB13189,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13189/AB13189@1.jpg,
5239,CA2047,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2047/CA2047@1.jpg,AB13305,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13305/AB13305@1.jpg,
5240,CA2067,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2067/CA2067@1.jpg,AB12975,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12975/AB12975@1.jpg,
5241,CA2078,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2078/CA2078@1.jpg,AB13589,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13589/AB13589@1.jpg,
5242,CA2106,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2106/CA2106@1.jpg,EA3040,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3040/EA3040@1.jpg,
5243,CA2119,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2119/CA2119@1.jpg,AB13828,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13828/AB13828@1.jpg,https://image.obdesign.com.tw/catalog/products/AB13828/AB13828@CB-T4-5F851308E7F45A89DC18.png
5244,CA2161,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2161/CA2161@1.jpg,AB13987,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13987/AB13987@1.jpg,
5245,CA2181,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2181/CA2181@1.jpg,EA3105,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3105/EA3105@1.jpg,
5246,DA1603,未設定,,,https://image.obdesign.com.tw/catalog/products/DA1603/DA1603@1.jpg,EA1404,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1404/EA1404@1.jpg,
5247,DA4192,未設定,率性休閒,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA4192/DA4192@1.jpg,EA2797,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2797/EA2797@1.jpg,
5248,DA5061,未設定,,,https://image.obdesign.com.tw/catalog/products/DA5061/DA5061@1.jpg,EA2088,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2088/EA2088@1.jpg,
5249,DA5160,未設定,,,https://image.obdesign.com.tw/catalog/products/DA5160/DA5160@1.jpg,EA1623,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1623/EA1623@1.jpg,
5250,DA5194,未設定,,,https://image.obdesign.com.tw/catalog/products/DA5194/DA5194@1.jpg,AB5443,未設定,,,https://image.obdesign.com.tw/catalog/products/AB5443/AB5443@1.jpg,
5251,DA5307,未設定,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA5307/DA5307@1.jpg,EA2182,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2182/EA2182@1.jpg,
5252,DA5362,未設定,,,https://image.obdesign.com.tw/catalog/products/DA5362/DA5362@1.jpg,EA1268,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1268/EA1268@1.jpg,
5253,DA5772,未設定,,,https://image.obdesign.com.tw/catalog/products/DA5772/DA5772@1.jpg,AB7140,未設定,,,https://image.obdesign.com.tw/catalog/products/AB7140/AB7140@1.jpg,
5254,DA6194,未設定,,,https://image.obdesign.com.tw/catalog/products/DA6194/DA6194@1.jpg,EA2797,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2797/EA2797@1.jpg,
5255,DA6275,未設定,,,https://image.obdesign.com.tw/catalog/products/DA6275/DA6275@1.jpg,EA2647,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2647/EA2647@1.jpg,
5256,DA6284,未設定,,,https://image.obdesign.com.tw/catalog/products/DA6284/DA6284@1.jpg,EA2642,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2642/EA2642@1.jpg,
5257,DA6302,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA6302/DA6302@1.jpg,EA2162,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2162/EA2162@1.jpg,
5258,DA6302,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA6302/DA6302@1.jpg,EA2495,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2495/EA2495@1.jpg,
5259,DA6395,未設定,,,https://image.obdesign.com.tw/catalog/products/DA6395/DA6395@1.jpg,AB9403,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9403/AB9403@1.jpg,
5260,DA6544,未設定,,,https://image.obdesign.com.tw/catalog/products/DA6544/DA6544@1.jpg,AB5749,未設定,,,https://image.obdesign.com.tw/catalog/products/AB5749/AB5749@1.jpg,
5261,DA6972,未設定,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA6972/DA6972@1.jpg,EA1268,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1268/EA1268@1.jpg,
5262,DA7011,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7011/DA7011@1.jpg,EA2762,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2762/EA2762@1.jpg,
5263,DA7014,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7014/DA7014@1.jpg,EA2719,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2719/EA2719@1.jpg,
5264,DA7020,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7020/DA7020@1.jpg,AB11003,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11003/AB11003@1.jpg,
5265,DA7024,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7024/DA7024@1.jpg,EA2806,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2806/EA2806@1.jpg,
5266,DA7078,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7078/DA7078@1.jpg,EA2871,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2871/EA2871@1.jpg,
5267,DA7145,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7145/DA7145@1.jpg,EA2743,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2743/EA2743@1.jpg,
5268,DA7145,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7145/DA7145@1.jpg,EA2797,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2797/EA2797@1.jpg,
5269,DA7151,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7151/DA7151@1.jpg,EA2860,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2860/EA2860@1.jpg,
5270,DA7174,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7174/DA7174@1.jpg,AB1110,未設定,,,https://image.obdesign.com.tw/catalog/products/AB1110/AB1110@1.jpg,
5271,DA7234,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7234/DA7234@1.jpg,EA2823,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2823/EA2823@1.jpg,
5272,DA7241,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA7241/DA7241@1.jpg,EA2930,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2930/EA2930@1.jpg,
5273,DA7263,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7263/DA7263@1.jpg,AB11480,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11480/AB11480@1.jpg,
5274,DA7266,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7266/DA7266@1.jpg,EA2838,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2838/EA2838@1.jpg,
5275,DA7269,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7269/DA7269@1.jpg,EA1952,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1952/EA1952@1.jpg,
5276,DA7295,未設定,簡約質感,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA7295/DA7295@1.jpg,EA2862,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2862/EA2862@1.jpg,
5277,DA7301,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7301/DA7301@1.jpg,EA2925,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2925/EA2925@1.jpg,
5278,DA7331,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA7331/DA7331@1.jpg,EA2929,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2929/EA2929@1.jpg,
5279,DA7391,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7391/DA7391@1.jpg,AB11951,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11951/AB11951@1.jpg,
5280,DA7391,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7391/DA7391@1.jpg,AB12017,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12017/AB12017@1.jpg,
5281,DA7413,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7413/DA7413@1.jpg,EA2943,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2943/EA2943@1.jpg,
5282,DA7440,未設定,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/DA7440/DA7440@1.jpg,EA2944,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2944/EA2944@1.jpg,
5283,DA7474,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7474/DA7474@1.jpg,EA2681,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2681/EA2681@1.jpg,
5284,DA7517,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7517/DA7517@1.jpg,EA2675,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2675/EA2675@1.jpg,
5285,DA7526,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7526/DA7526@1.jpg,EA2944,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2944/EA2944@1.jpg,
5286,DA7617,未設定,清新甜美,慵懶度假,https://image.obdesign.com.tw/catalog/products/DA7617/DA7617@1.jpg,EA2723,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2723/EA2723@1.jpg,
5287,DA7679,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7679/DA7679@1.jpg,EA2969,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2969/EA2969@1.jpg,
5288,DA7695,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7695/DA7695@1.jpg,EA2909,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2909/EA2909@1.jpg,
5289,DA7747,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7747/DA7747@1.jpg,EA2909,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2909/EA2909@1.jpg,
5290,DA7783,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7783/DA7783@1.jpg,EA2966,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2966/EA2966@1.jpg,
5291,DA7795,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7795/DA7795@1.jpg,AB13079,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13079/AB13079@1.jpg,
5292,DA7812,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7812/DA7812@1.jpg,CA1450,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1450/CA1450@1.jpg,
5293,DA7863,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7863/DA7863@1.jpg,EA2886,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2886/EA2886@1.jpg,
5294,DA7880,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7880/DA7880@1.jpg,EA2938,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2938/EA2938@1.jpg,
5295,DA7981,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7981/DA7981@1.jpg,EA1032,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1032/EA1032@1.jpg,
5296,DA7982,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7982/DA7982@1.jpg,EA3031,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3031/EA3031@1.jpg,
5297,DA8044,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA8044/DA8044@1.jpg,EA3031,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3031/EA3031@1.jpg,
5298,DA8046,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8046/DA8046@1.jpg,DA8164,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA8164/DA8164@1.jpg,https://image.obdesign.com.tw/catalog/products/DA8164/DA8164@CB-T4-73AF9636E7D4D6B85B55.png
